WGS84 UTM 19N
54.17306081857532 2.2689526388421655 16.738
51.50846378726419 2.597788349725306 16.789
49.054704608919565 2.84728919621557 16.759
46.48996334511321 3.1427706256508827 16.75
43.87788935989374 3.4672122187912464 16.724
41.44334972649813 3.75327365193516 16.666
36.34092671284452 4.328135566785932 16.744
33.722355225123465 4.575581720098853 16.706
38.853144808788784 4.037047494202852 16.698
31.003620640723966 4.844047179445624 16.739
28.587046987144276 5.02472526114434 16.716
26.072003699024208 5.294282362796366 16.759
23.324540109548252 5.603591730818152 16.733
20.99435383256059 5.853105065412819 16.733
18.478024798911065 6.16282095760107 16.722
15.872120635467581 6.459341027773917 16.728
13.257562688319013 6.592495827935636 16.757
11.671350840828381 6.027138511650264 16.762
11.528706083772704 4.71278137806803 16.739
12.712672900524922 3.831369980238378 16.747
14.724337483756244 3.4725180128589272 16.756
17.233113770373166 3.1352112013846636 16.71
19.975180011009797 2.8846768671646714 16.732
22.562867107684724 2.591699492186308 16.73
25.145595612353645 2.2834145491942763 16.741
27.58768899831921 2.0249370485544205 16.76
30.13207877264358 1.7392159271985292 16.767
32.73798501782585 1.4427012372761965 16.761
35.26163875340717 1.151326552964747 16.761
37.7488556370954 0.8670349512249231 16.758
40.327319157077 0.5712079294025898 16.756
42.82155110000167 0.2929160110652447 16.754
45.47990373312496 -0.01107550598680973 16.772
47.976192020170856 -0.29867624770849943 16.78
50.53589891910087 -0.6125501757487655 16.786
53.08676611806732 -0.9138567671179771 16.787
55.62948627374135 -1.1748352041468024 16.783
58.12371915054973 -1.4531216314062476 16.787
60.69395977864042 -1.7116984212771058 16.771
63.31181950762402 -2.07948833424598 16.753
65.26910756109282 -2.875245574861765 16.732
65.82015085651074 -3.9939453722909093 16.74
64.90542197821196 -5.069901074282825 16.727
63.12624048098223 -5.115017168223858 16.728
60.58426645724103 -4.915789283812046 16.741
58.053826118120924 -4.6211681086570024 16.76
55.52238541300176 -4.366644978523254 16.767
52.879500684910454 -4.084648531861603 16.772
50.370335941319354 -3.7627773098647594 16.784
47.96637044136878 -3.443530172109604 16.773
45.349643096211366 -3.1220596143975854 16.775
42.95611202850705 -2.8431950360536575 16.768
40.28457554732449 -2.5172684332355857 16.78
37.57773458852898 -2.2305837413296103 16.726
35.13075776619371 -1.9843337889760733 16.75
32.548543969052844 -1.7470539845526218 16.707
30.027307804557495 -1.5421594958752394 16.718
27.46485227404628 -1.2467281920835376 16.713
24.881144081940874 -0.8859499637037516 16.742
22.278579346777406 -0.6388990879058838 16.732
19.971183367306367 -0.3930407455191016 16.793
17.292248744342942 -0.08852583356201649 16.757
14.52199085301254 0.22444222401827574 16.76
12.456843222258613 0.0907958596944809 16.774
11.39223698101705 -0.6635075965896249 16.757
11.69097078149207 -1.988880573771894 16.75
13.274065546109341 -2.6487688617780805 16.749
15.559263122268021 -2.958890968002379 16.754
18.093429001397453 -3.2875716229900718 16.724
20.644450396182947 -3.582720979116857 16.734
23.102092449495103 -3.860106716863811 16.73
25.696488983230665 -4.1594231417402625 16.726
28.24576276045991 -4.4329208843410015 16.737
30.78984701546142 -4.730979835614562 16.738
33.31103979598265 -5.121060302481055 16.766
35.9122208658373 -5.423628658056259 16.764
41.0290875522187 -5.878479108214378 16.729
43.79752336186357 -6.1728722816333175 16.788
